Basket Source,Basket Title,Course Code,Course Title,Course Type,Credits,Compulsory Course
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2025,Microsoft - Azure Data Engineer - 2,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2026,Microsoft - Azure Developer - 1,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2027,Microsoft - Azure Developer - 2,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2028,Microsoft - Azure DevOps Engineer - 4,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2029,Microsoft - Azure Security Engineer - 5,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2030,Microsoft - Azure Solutions Architect,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2031,Maven Silicon - VLSI,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2032,VMWare IT Academy - Java Spring Boot,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2033,IBM Developers Skills Network - IBM Cloud,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2034,AWS - DevOps,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2035,IBM - Artificial Intelligence,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2036,IBM - Applied Data Science,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2037,IBM - Internet of Things,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2038,IBM Developers Skills Network - IBM Cloud,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2039,APSSDC-IES - Data Science,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2040,Boston IT Solutions - Deep Learning,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2041,Boston IT Solutions - Machine Learning,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2042,Boston IT Solutions - Python for Artificial Intelligence,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2043,Boston IT Solutions - Data Analysis with SQL,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2044,Boston IT Solutions - Fundamentals of Computer Vision,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2045,Boston IT Solutions - Fundamentals of Natural Language Processing,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2046,INC2046,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2047,PAANCA - Cybersecurity Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2048,PAANCA - Network Security Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2049,PAANCA - Cloud Security Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2050,PAANCA - Security Operations Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2051,PAANCA - Enterprise Security Deployment,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2052,PAANCA - Enterprise Security Management,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2053,PAANCA - Cloud Security Deployment,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2054,PAANCA - Security Operations,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2055,PAANCA - Data Science,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2056,Ethical Hacking Essentials,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2057,Digital Forensics Essentials,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2058,Network Defense Essentials,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2059,Salesforce Developer,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2060,Adobe UX & UI,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2061,MongoDB Associate Database Administrator,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2062,High Performance Coding - Advanced Data Structures & Algorithms using Java,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2063,Design of Process Plant Equipment and Industrial Piping Systems,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2064,Distributed CoughDB - CoughBase,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2065,Embedded System Design Internship,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2066,DP 900 - Microsoft Azure Data Fundamentals Exam,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2067,Oracle Database Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2068,Selenium Certiﬁcation Training Course in collab with PWC,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2069,Artificial Intelligence using Google TensorFlow in collab with Google,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2070,Generative AI Applications using Vertex AI in Collaboration with Google,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2071,Full Stack Developer (MERN) with MongoDB Associate Developer Certification,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2072,AI 900- Microsoft Azure AI Fundamentals Exam,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2073,NASSCOM - Pragmatic Approach to Cyber Security,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2074,Cyber Security & Ethical Hacking-SmartBridge,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3001,Full stack Development with MERN,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3002,Data Science & Business Analytics,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3003,Embedded Systems and IoT,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3004,Data Analytics & Big Data Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3005,Cyber Security and Ethical Hacking,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3006,UI/UX Developer,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3007,Devops,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3008,Gen AI and Chat GPT,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3009,Blockchain Specialization,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3010,Robotics Process Automation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3011,Cloud Computing,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3012,"Digital Marketing, Performance Optimization & CRM Tools",PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3013,AI for Management Graduates: Leveraging Artificial Intelligence in Business,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3014,Project Management and Collaboration,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3015,Product Management,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3016,The Art of Storytelling for Beginners,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3017,Supply Chain Management,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3018,Brand Management,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3019,Business Valuation Techniques,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3020,Investment Banking Operations and Management,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3021,Prompt Engineering,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3022,Generative AI,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3023,Quantum computing,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC3024,AutoML,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INL1001,Functional Hindi for non-Hindi Speakers,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INL1002,Introduction to Hindi Language and Literature,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1001,"Law, Internet and Society",TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1002,Competition Law for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1003,Human Rights and Criminal Justice System,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1005,Introduction to Indian Constitution,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1008,Intellectual Property Law for Engineers,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1012,Critical Legal Philosophy,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW1108,Business Law,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LAW2001,Business and Human Rights,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1001,Anthropology - An Introduction,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1007,Gender Studies - An Introduction,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1012,Campus Fiction in India : An Introduction,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1013,Introduction to Comics and Graphic Narratives,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1014,Pursuit of Happiness,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1016,Theory of Performance and Practice,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1019,Dynamics of Gender Psychology,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB1020,Basic Psychology for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2003,Geography of Asia and Sub-Saharan Africa,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2004,Ancient Indian History,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2005,Digital Storytelling,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2006,Critical Thinking and Formal Logic,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2007,The Aesthetics of Performing Arts,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2010,Food & Literature,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB2015,Design Psychology,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,LIB3001,Applications of Moral Philosophy,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT1018,Computational Linear Algebra: Learning from Data,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT1021,Statistics for Economists,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2001,Numerical Methods for Engineers,ETL,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2002,Complex Variables and Partial Differential Equations,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2003,Optimization Techniques,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2005,Linear Algebra,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2011,Graph Theory and Applications,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2013,Financial Mathematics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2014,Nonlinear Dynamics and Chaos,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MAT2016,Transforms and Wavelets,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC1006,Introduction to Robotics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC1008,Engineering Mechanics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC2002,Thermodynamics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC2021,Mechatronics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC3002,Theory of Machines,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC3026,Robot Kinematics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC3029,Machining Processes and Workshop Technology,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MEC4003,Internal Combustion Engines,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1002,Lean Start-up Management,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1007,Economics for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1014,Fundamentals of Brand Management,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1015,Fundamentals of Consumer Behaviour,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1026,Basics of Investment Analysis and Portfolio Management,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1029,Basic Law for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1036,Introduction to Macroeconomics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1042,Financial and Management Accounting,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1103,Microeconomics,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT1109,Management Accounting,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT2006,Fundamentals of Financial Management,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT2014,Fundamentals of Marketing Management,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT2016,Essentials of Marketing Management,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT2023,Impact Evaluation,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,MGT3004,Fundamentals of Operations and Supply Chain Management,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1001,Problem Solving Through Programming in C,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1002,Introduction to Soft Computing,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1003,Introduction to Computer Application,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1004,Programming in R,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1005,Principles of Programming,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1006,Legal Aspects of Business,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1007,Knowledge Management,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1008,The Joy of Computing using Python,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1009,Innovation by Design,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1010,Understanding Design,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1011,Decision-Making Under Uncertainity,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1012,Body Language: Key to Professional Success,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1013,Algebra - I,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1014,A Basic Course in Number Theory,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1015,Solid State Physics,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1016,Short Fiction in Indian Literature,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1017,Feminist Writings,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1018,Principles of Management,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1019,Entrepreneurship and IP Strategy,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1020,Developing Soft Skills and Personality,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1021,Film Appreciation,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1022,Ecology and Society,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1023,"Cognition, Transformation and Lives",OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1024,Design Thinking - A Primer,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1025,Knowledge Management,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1026,Gender Justice and Workplace Security,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1028,Managerial Economics,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1029,Stress Management,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1031,Workshop - Decision Making Under Uncertainity,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL1038,Data Analytics with Python,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2001,Introduction to Internet of Things,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2002,"Blockchain Architecture, Design and Use Cases",OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2003,Introduction to Machine Learning,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2004,Modern Digital Communication Techniques,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2005,Statistical Data Analytics for Business Research,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2006,Accounting and Financial Management,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2007,Essentials of Machine Learning,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2008,Operating Systems,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2009,Logistics and Supply Chain Management,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2010,Introduction to Bio-Inspired Design,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2011,Machine Learning using Python,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2012,Marketing Management,OC,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2013,Social Networks,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2014,Mathematical Portfolio Theory,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2015,Integral Transforms and their Applications,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2016,Computational Number Theory and Algebra,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2017,Mathematical Finance,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2018,Co-ordination Chemistry (Chemistry of Transition Elements),OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2019,Introduction to Chemical Thermodynamics and Kinetics,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2020,Computational Physics,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2021,"Text, Textuality and Digital Media",OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2022,Regression Analysis,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2023,Consumer Psychology,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2024,Gender and Literature,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2025,Introduction to Western Political Thought,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2026,Classical Sociological Theory,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2027,Elements of Visual Representation,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2028,"Science, Technology and Society",OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2029,Sociological Perspectives on Modernity,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2030,Constitutional Studies,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2031,Marketing Research and Analysis,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2032,Linear System Theory,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2037,Getting Started with Competitive Programming,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2038,Programming in Modern C++,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2040,Cyber Security and Privacy,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2041,Design & Implementation of Human-Computer Interfaces,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2042,Ethical Hacking,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2043,Responsible & Safe AI Systems,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2044,Secure Computation: Part II,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2045,Statistical Learning for Reliability Analysis,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2046,Google Cloud Computing Foundations,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2047,Big Data Computing,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2048,Data Science for Engineers,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2049,Introduction to Quantum Computing: Quantum Algorithms and Qiskit,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL2050,Artificial Intelligence: Knowledge Representation And Reasoning,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3001,Mathematical Methods and Techniques in Signal Processing,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3002,Industrial Automation and Control,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3003,Computer Networks,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3004,Data Warehousing and Data Mining,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3005,Artificial Intelligence for Beginners,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3006,Elements of Network Simulation,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3007,IoT Design and Applications,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3008,International Business,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3009,Project Management for Managers,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3010,Quantum Chemistry of Atoms and Molecules,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3011,"Solar Photovoltaics : Fundamentals, Technology and Applications",OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3012,Semiconductor Optoelectronics,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3013,Dynamical System and Control,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3014,"Introduction to Fuzzy Set Theory, Arithmetic and Logic",OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3020,Privacy and Security in Online Social Media,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3021,Affective Computing,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3022,Advanced R Programming for Data Analytics in Business,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3023,Advanced Distributed Systems,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3024,Artificial Intelligence : Search Methods For Problem solving,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3025,Getting Started with Competitive Programming,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3026,Distributed Optimization and Machine Learning,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3027,Introduction to Industry 4.0 and Industrial Internet of Things,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3028,Practical Cyber Security for Cyber Security Practitioners,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3029,Demystifying Networking,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3030,Software Conceptual Design,OC,1,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3032,Deep Learning,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3033,Foundation of Cloud IoT Edge ML,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3034,Machine Learning,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3035,Machine Learning for Engineering and Science Applications,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3039,GPU Architectures and Programming,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL3041,Artificial Intelligence and Machine Learning in Materials Engineering,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4001,Optimization Techniques for Digital VLSI Design,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4002,Randomized Algorithms,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4003,Compiler Design,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4004,Engineering Metrology,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4005,DC Microgrid and Control System,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4008,Applied Accelerated Artificial Intelligence,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4009,Deep Learning for Computer Vision,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4010,Artificial Intelligence for Economics,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4011,AI:Constraint Satisfaction,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4012,Deep Learning for Natural Language Processing,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4013,Reinforcement Learning,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4014,Blockchain and its Applications,OC,3,
